,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0,
11/19/2021 16:04:50,0,1.5625,0.78125,40,40,41,1197.284,1197.284,1.82169926,0.322930545,0.001429165,99.773674,32.47605,2.55855179,5.319721,37,10.5619049,40.33333333
11/19/2021 16:09:50,0,1.53846145,0.7692337,40,40,41,1197.28394,1197.28394,1.69662273,0.2249995,0.001472254,99.77366,32.59807,2.56816483,5.310108,38,10.5619431,40.33333333
11/19/2021 16:14:50,0,1.5625,0.78125,40,40,40,1197.28418,1197.28418,1.68265653,0.213536248,0.001322724,99.77368,32.43106,2.555008,5.323265,37,10.5619507,40
11/19/2021 16:19:50,0,1.5625,0.78125,40,40,41,1197.284,1197.284,1.78018987,0.2893721,0.001652418,99.77367,32.4208527,2.554203,5.32407,37,10.56115,40.33333333
11/19/2021 16:24:50,0,1.5625,0.78125,40,40,40,1197.28442,1197.28442,1.73288369,0.259826541,0.001418484,99.7737045,32.501564,2.56056213,5.317711,37,10.5612259,40
11/19/2021 16:29:50,0,1.53846145,0.7692337,39,39,40,1197.28394,1197.28394,1.74540389,0.268622249,0.0012966,99.77367,32.3253632,2.54668045,5.33159256,37,10.5612411,39.33333333
11/19/2021 16:34:50,0.7692337,1.5625,1.16586685,36,36,36,1197.284,1197.284,1.678014,0.2165598,0.001587525,99.773674,32.4500427,2.5565033,5.32176971,37,10.5612869,36
11/19/2021 16:39:50,0,1.5625,0.78125,38,38,39,1197.2843,1197.2843,1.7732991,0.289074838,0.001437194,99.7737,32.4670868,2.557846,5.320427,36,10.5613251,38.33333333
11/19/2021 16:44:50,0,2.34375,1.171875,40,40,40,1197.2843,1197.2843,1.67570472,0.203340828,0.001428589,99.77369,32.4235153,2.55441284,5.32386,37,10.5614319,40
11/19/2021 16:49:51,0,1.5625,0.78125,40,40,41,1197.28394,1197.28394,1.71476936,0.237965748,0.001495296,99.77367,32.57817,2.566597,5.311676,37,10.561554,40.33333333
11/19/2021 16:54:50,0,0.78125,0.390625,40,40,41,1197.284,1197.284,1.729552,0.257754922,0.001611729,99.77367,32.5251,2.562416,5.315857,37,10.5615616,40.33333333
11/19/2021 17:01:22,40.625,36.71875,38.671875,54,55,56,2993.212,2993.212,0.08827354,0.06831508,0.000580122,99.773735,36.7537079,2.8955574,4.98271561,37,10.562706,55
11/19/2021 17:06:22,3.125,3.125,3.125,39,39,39,1197.284,1197.284,2.22183585,0.438793182,0.001309013,99.773674,34.2219925,2.69610214,5.182171,39,10.5635834,39
11/19/2021 17:11:22,1.51515007,2.272725,1.89393759,36,36,37,1197.284,1197.284,2.1433363,0.362604648,0.001573409,99.773674,32.9756,2.597908,5.280365,38,10.5631332,36.33333333
11/19/2021 17:16:22,1.5625,3.13739777,2.349949,35,35,36,1197.284,1197.284,2.15457749,0.376358926,0.001467738,99.773674,33.1979065,2.6154213,5.26285172,37,10.5648651,35.33333333
11/19/2021 17:21:23,0.757575035,1.5625,1.16003752,40,40,40,1197.28394,1197.28394,2.09519315,0.299247831,0.001313898,99.77367,33.0493927,2.60372162,5.27455139,36,10.5648727,40
11/19/2021 17:26:22,13.49206,31.25,22.3710289,44,43,46,1197.28394,1197.28394,8.911299,7.067914,0.001312289,99.77366,33.9575729,2.67527,5.203003,36,10.5649567,44.33333333
11/19/2021 17:31:22,1.53846145,2.29603648,1.917249,36,36,37,1197.284,1197.284,2.14621639,0.3655049,0.001283363,99.773674,32.76362,2.58120728,5.29706573,37,10.566124,36.33333333
11/19/2021 17:36:23,1.5625,2.34375,1.953125,36,36,36,1197.28467,1197.28467,2.14720345,0.36861515,0.001300337,99.77373,32.9584656,2.59655762,5.28171539,36,10.5656815,36
11/19/2021 17:41:23,1.63934231,0.78125,1.21029615,40,40,41,1197.28418,1197.28418,2.13652849,0.339841038,0.001438513,99.77368,31.7145386,2.498558,5.379715,36,10.5656509,40.33333333
11/19/2021 17:46:23,1.5625,1.5625,1.5625,42,42,43,1197.284,1197.284,2.0973103,0.2976108,0.001441809,99.773674,32.33432,2.54738617,5.330887,37,10.5657806,42.33333333
11/19/2021 17:51:23,4.6875,7.09325075,5.890375,38,38,39,1197.284,1197.284,2.823125,1.01657641,0.001632552,99.773674,32.2927246,2.54410934,5.33416367,36,10.5658035,38.33333333
11/19/2021 17:56:23,0.78125,2.30768919,1.54447556,37,37,37,1197.28381,1197.28381,2.11373019,0.332733423,0.001414528,99.77365,31.7587433,2.50204086,5.376232,36,10.5658722,37
11/19/2021 18:01:24,1.51515007,2.272725,1.89393759,36,36,37,1197.284,1197.284,2.09340429,0.313832372,0.001198455,99.773674,31.7434464,2.50083542,5.37743759,35,10.5658875,36.33333333
11/19/2021 18:06:24,0.793647766,2.34375,1.56869888,36,36,37,1197.284,1197.284,2.08025932,0.2998046,0.001307995,99.773674,32.1553574,2.533287,5.344986,35,10.565834,36.33333333
11/19/2021 18:11:24,0.7692337,2.30768919,1.53846145,39,39,40,1197.28418,1197.28418,2.05624962,0.27047503,0.001417521,99.77368,32.17623,2.53493118,5.343342,35,10.5658875,39.33333333
11/19/2021 18:16:24,0.793647766,1.5625,1.17807388,42,42,42,1197.28418,1197.28418,2.1836946,0.386164,0.001642733,99.77368,32.451355,2.55660629,5.32166672,35,10.5563126,42
11/19/2021 18:21:24,0.7692337,2.30768919,1.53846145,44,44,44,1197.28418,1197.28418,2.15754318,0.349776179,0.001590301,99.77368,32.30387,2.54498672,5.33328629,36,10.5563431,44
11/19/2021 18:26:23,3.90625,2.34375,3.125,45,45,45,1197.284,1197.284,2.11700773,0.3051285,0.001452047,99.773674,31.9744644,2.51903534,5.35923767,36,10.5564194,45
11/19/2021 18:31:23,4.66422462,4.68864441,4.67643738,39,39,40,1197.284,1197.284,2.20957255,0.420776933,0.001295857,99.773674,32.17153,2.53456116,5.343712,36,10.5564346,39.33333333
11/19/2021 18:36:23,1.538825,2.34375,1.94128752,37,37,38,1197.284,1197.284,2.128185,0.347723573,0.001597086,99.77367,32.15599,2.53333664,5.34493637,36,10.55645,37.33333333
11/19/2021 18:41:23,0.78125,2.34375,1.5625,36,36,38,1197.284,1197.284,2.10428429,0.3250905,0.001586987,99.77367,32.1509,2.532936,5.345337,35,10.5564575,36.66666667
11/19/2021 18:46:23,1.5625,1.5625,1.5625,40,40,40,1197.28491,1197.28491,2.10194826,0.310804635,0.001452358,99.77374,32.28382,2.54340744,5.33486557,35,10.5565338,40
11/19/2021 18:51:23,0.7692337,1.53846145,1.15385056,41,41,42,1197.284,1197.284,2.16885877,0.3691955,0.001422055,99.773674,32.241066,2.540039,5.338234,36,10.5565414,41.33333333
11/19/2021 18:56:24,0.757575035,2.34375,1.55066252,43,43,44,1197.28394,1197.28394,2.251606,0.446941227,0.001445083,99.77366,32.23913,2.53988647,5.33838654,36,10.5565643,43.33333333
11/19/2021 19:01:24,2.35614777,2.34375,2.349949,38,37,39,1197.2843,1197.2843,2.28917575,0.504303,0.001428316,99.77369,31.826683,2.507393,5.37088,36,10.5571365,38
11/19/2021 19:06:23,3.076923,2.30768919,2.692306,37,37,38,1197.284,1197.284,2.23015285,0.4416543,0.001451776,99.773674,32.2056732,2.53725052,5.34102249,36,10.5571518,37.33333333
11/19/2021 19:11:23,0,1.5625,0.78125,37,37,37,1197.28394,1197.28394,2.10943818,0.331074834,0.001503421,99.77366,32.1534729,2.53313828,5.34513474,35,10.5571976,37
11/19/2021 19:16:23,0,2.30768919,1.15384459,40,40,40,1197.28394,1197.28394,2.074457,0.2843458,0.001450204,99.77367,32.09832,2.52879333,5.34947968,35,10.5571976,40
11/19/2021 19:21:23,2.34375,3.90625,3.125,37,37,37,1197.28369,1197.28369,2.15927482,0.378696322,0.001308052,99.77364,32.117157,2.53027725,5.34799576,35,10.5572281,37
11/19/2021 19:26:22,0.78125,2.34375,1.5625,40,40,40,1197.28442,1197.28442,2.07062864,0.28234458,0.001450191,99.7737045,32.116478,2.53022385,5.348049,35,10.5572281,40
11/19/2021 19:31:22,0,2.34375,1.171875,37,37,37,1197.2843,1197.2843,2.04404974,0.264616,0.001443137,99.7737,32.1032562,2.52918243,5.34909058,35,10.5572357,37
11/19/2021 19:36:22,5.46875,3.90625,4.6875,36,36,37,1197.28418,1197.28418,2.23748,0.45498237,0.001419149,99.77368,32.095993,2.52861023,5.349663,35,10.5572586,36.33333333
11/19/2021 19:41:23,2.34375,2.320075,2.33191252,38,38,38,1197.28442,1197.28442,2.3020494,0.513547659,0.001405283,99.7737045,32.09764,2.52874,5.349533,35,10.5572662,38
11/19/2021 19:46:23,3.90625,2.34375,3.125,42,42,42,1197.28394,1197.28394,2.26579618,0.465808272,0.001641737,99.77366,32.1814575,2.53534317,5.34293,35,10.5572891,42
11/19/2021 19:51:22,3.13739777,2.34375,2.740574,43,43,43,1197.284,1197.284,2.20340371,0.4008263,0.00164298,99.773674,32.3458939,2.548298,5.329975,36,10.5572739,43
11/19/2021 19:56:22,2.320075,1.5625,1.94128752,44,44,45,1197.284,1197.284,2.15256882,0.337070942,0.001626035,99.77367,32.3266754,2.54678345,5.33148956,36,10.5574036,44.33333333
11/19/2021 20:01:22,0.7692337,1.53846145,1.15385056,40,39,39,1197.28418,1197.28418,2.1009407,0.312855631,0.00159504,99.773674,32.2656555,2.541977,5.336296,36,10.5574036,39.33333333
11/19/2021 20:06:22,0.746268034,1.51515007,1.130712,37,37,38,1197.28369,1197.28369,2.18567657,0.4052081,0.001390841,99.7736359,31.993927,2.52056885,5.357704,36,10.5574646,37.33333333
11/19/2021 20:11:22,1.5625,2.34375,1.953125,37,37,37,1197.284,1197.284,2.10771966,0.327906132,0.001601924,99.773674,32.2526321,2.54095078,5.337322,36,10.5572891,37
11/19/2021 20:16:22,2.34375,2.34375,2.34375,37,37,40,1197.28418,1197.28418,2.10369468,0.314564943,0.001303865,99.77368,32.17153,2.53456116,5.343712,35,10.5572891,38
11/19/2021 20:21:22,2.34375,2.34375,2.34375,41,41,42,1197.28394,1197.28394,2.12558961,0.326460332,0.001605567,99.77367,32.1687241,2.53434,5.343933,35,10.5564651,41.33333333
11/19/2021 20:26:22,0.7692337,1.53846145,1.15385056,43,43,43,1197.28418,1197.28418,2.17727828,0.372002959,0.00143775,99.77368,32.1560364,2.53334045,5.34493256,36,10.55648,43
11/19/2021 20:31:23,0.78125,1.5625,1.171875,45,45,45,1197.284,1197.284,2.184194,0.3731863,0.001531129,99.773674,32.14456,2.53243637,5.34583664,36,10.55648,45
11/19/2021 20:36:23,0,1.51515007,0.757575035,45,45,46,1197.284,1197.284,2.14266682,0.3306257,0.0014929,99.77367,32.1522141,2.533039,5.345234,36,10.55648,45.33333333
11/19/2021 20:41:23,0.78125,3.125,1.953125,44,44,46,1197.28394,1197.28394,2.08519363,0.272793919,0.001334252,99.77367,32.1513367,2.53297043,5.34530258,37,10.5565033,44.66666667
11/19/2021 20:46:23,3.8461566,3.08893919,3.467548,45,45,46,1197.284,1197.284,2.22016287,0.4028508,0.001437095,99.77367,32.1817474,2.535366,5.342907,37,10.5565033,45.33333333
11/19/2021 20:51:23,1.5625,1.5625,1.5625,39,39,40,1197.284,1197.284,2.10938716,0.3216121,0.001425343,99.773674,32.265274,2.54194641,5.3363266,37,10.5565567,39.33333333
11/19/2021 20:56:23,0.78125,3.125,1.953125,39,39,39,1197.28394,1197.28394,2.23635721,0.4520597,0.001617442,99.77367,33.1064377,2.60821533,5.27005768,37,10.556633,39
11/19/2021 21:01:23,0.7692337,2.30768919,1.53846145,36,36,36,1197.28381,1197.28381,2.08504868,0.305286318,0.001552253,99.77366,32.34095,2.54790878,5.330364,36,10.556778,36
11/19/2021 21:06:23,1.5625,1.5625,1.5625,40,40,41,1197.28418,1197.28418,2.135389,0.3401995,0.001434089,99.77368,31.8438721,2.508747,5.369526,36,10.5567856,40.33333333
11/19/2021 21:11:24,1.53846145,1.53846145,1.53846145,38,38,39,1197.284,1197.284,2.23477,0.449690163,0.001594323,99.773674,32.26494,2.54191971,5.3363533,36,10.5569611,38.33333333
11/19/2021 21:16:24,3.13739777,3.13739777,3.13739777,38,38,38,1197.284,1197.284,2.13705945,0.357030869,0.001444976,99.773674,32.18112,2.53531647,5.34295654,36,10.5569839,38
11/19/2021 21:21:24,0.7692337,2.30768919,1.53846145,36,36,37,1197.284,1197.284,2.10000539,0.32228896,0.001415463,99.773674,32.1389,2.53199,5.346283,35,10.5569839,36.33333333
11/19/2021 21:26:24,1.5625,1.5625,1.5625,37,37,37,1197.28357,1197.28357,2.1334424,0.354856819,0.001632122,99.77363,32.1341,2.5316124,5.34666061,35,10.5570145,37
11/19/2021 21:31:24,3.1129837,2.36855149,2.74076462,41,41,41,1197.2843,1197.2843,2.13632274,0.337002426,0.001292637,99.77369,32.1433945,2.53234482,5.345928,35,10.5570145,41
11/19/2021 21:36:25,0.78125,1.5625,1.171875,43,43,43,1197.28418,1197.28418,2.073319,0.275322169,0.001429613,99.77368,32.14122,2.53217316,5.3461,35,10.5570679,43
11/19/2021 21:41:25,0,1.5625,0.78125,46,46,46,1197.284,1197.284,2.11641431,0.3057508,0.001344027,99.773674,32.13817,2.53193283,5.34634,36,10.5570984,46
11/19/2021 21:46:25,2.30768919,1.53846145,1.92307234,45,45,46,1197.28381,1197.28381,2.18998933,0.3761591,0.001637695,99.77365,32.3395538,2.54779816,5.330475,37,10.5570984,45.33333333
11/19/2021 21:51:25,0,2.34375,1.171875,39,39,39,1197.28394,1197.28394,2.139792,0.352936953,0.001327462,99.77367,32.22513,2.538784,5.339489,36,10.5571213,39
11/19/2021 21:56:26,2.34375,3.90625,3.125,37,37,37,1197.28418,1197.28418,2.20361948,0.420035332,0.00148916,99.773674,32.5638351,2.56546783,5.312805,36,10.5571671,37
11/19/2021 22:01:26,0.78125,1.5625,1.171875,37,36,37,1197.28394,1197.28394,2.18123436,0.400161266,0.001480044,99.77367,32.3411026,2.54792023,5.330353,35,10.5571671,36.66666667
11/19/2021 22:06:26,0,1.53846145,0.7692337,37,37,37,1197.28394,1197.28394,2.10199761,0.323044747,0.001207727,99.77366,32.2854156,2.54353333,5.33473969,35,10.5571976,37
11/19/2021 22:11:27,0.78125,3.125,1.953125,35,35,36,1197.28418,1197.28418,2.08652854,0.307671815,0.001611325,99.77368,32.1987,2.5367012,5.341572,35,10.5571442,35.33333333
11/19/2021 22:16:27,3.90625,2.34375,3.125,40,40,41,1197.284,1197.284,2.05697823,0.2612002,0.001237698,99.77367,31.846344,2.50894165,5.36933136,35,10.5571976,40.33333333
11/19/2021 22:21:27,2.34375,3.1129837,2.72836685,36,36,38,1197.28418,1197.28418,2.18481255,0.404729158,0.001592407,99.773674,32.16194,2.53380585,5.344467,35,10.5571976,36.66666667
11/19/2021 22:26:28,0.78125,2.34375,1.5625,36,36,37,1197.2843,1197.2843,2.110066,0.332259983,0.001327575,99.77369,32.1638336,2.53395462,5.34431839,35,10.5572052,36.33333333
11/19/2021 22:31:28,0,1.5625,0.78125,37,37,38,1197.28418,1197.28418,2.04294658,0.2647959,0.001586056,99.77368,32.15792,2.53348923,5.344784,34,10.5572052,37.33333333
11/19/2021 22:36:28,0.7692337,1.5625,1.16586685,40,40,40,1197.284,1197.284,2.10185862,0.3060426,0.00162732,99.773674,32.1970978,2.53657532,5.34169769,35,10.5572052,40
11/19/2021 22:41:28,3.10096145,1.53846145,2.31971145,36,36,37,1197.28418,1197.28418,2.209048,0.428611815,0.001577602,99.77368,32.176178,2.53492737,5.34334564,35,10.5572281,36.33333333
11/19/2021 22:46:27,0,1.5625,0.78125,40,40,41,1197.284,1197.284,2.14103436,0.353180021,0.001464646,99.773674,32.2197647,2.5383606,5.33991241,35,10.5572586,40.33333333
11/19/2021 22:51:28,0,1.5625,0.78125,42,42,43,1197.28394,1197.28394,2.179881,0.379085869,0.001647934,99.77366,32.18403,2.53554535,5.34272766,35,10.5572891,42.33333333
11/19/2021 22:56:28,3.8942337,3.101325,3.49777937,43,43,44,1197.28394,1197.28394,2.24397826,0.433123767,0.001467692,99.77367,32.50995,2.561222,5.317051,36,10.5572968,43.33333333
11/19/2021 23:01:28,2.34375,1.5625,1.953125,37,37,38,1197.28394,1197.28394,2.09917235,0.317053348,0.001449125,99.77367,32.2986832,2.54457855,5.33369446,36,10.5573349,37.33333333
11/19/2021 23:06:28,1.5625,3.17540169,2.36895084,37,37,38,1197.28418,1197.28418,2.106916,0.328172684,0.001304953,99.773674,32.5156555,2.56167221,5.316601,35,10.5573959,37.33333333
11/19/2021 23:11:28,0.78125,1.5625,1.171875,42,42,43,1197.2843,1197.2843,2.17031479,0.369966179,0.001495306,99.77369,32.452858,2.55672455,5.32154846,36,10.5575027,42.33333333
11/19/2021 23:16:28,2.34375,1.5625,1.953125,43,43,43,1197.28381,1197.28381,2.157427,0.3563679,0.001647855,99.77365,32.3505936,2.548668,5.329605,36,10.557518,43
11/19/2021 23:21:29,1.5504837,2.34375,1.94711685,38,38,38,1197.284,1197.284,2.04062676,0.260613471,0.001492789,99.773674,32.1763229,2.53493881,5.343334,36,10.557518,38
11/19/2021 23:26:28,2.36895084,3.90625,3.13760042,37,37,37,1197.2843,1197.2843,2.115196,0.3331755,0.0016072,99.77369,32.2549133,2.54113,5.337143,36,10.5575409,37
11/19/2021 23:31:29,0.757575035,2.320075,1.538825,36,36,37,1197.284,1197.284,2.20055437,0.419365853,0.001467881,99.773674,32.2501144,2.54075241,5.3375206,35,10.5575562,36.33333333
11/19/2021 23:36:29,2.2964,2.3317337,2.314067,40,40,41,1197.28394,1197.28394,2.13095474,0.340774477,0.001455394,99.77367,32.2276,2.53897858,5.33929443,35,10.5575867,40.33333333
11/19/2021 23:41:29,2.34375,3.150183,2.74696946,41,41,42,1197.284,1197.284,2.17454386,0.377383351,0.001444981,99.773674,32.2274551,2.53896713,5.339306,35,10.5575867,41.33333333
11/19/2021 23:46:29,0.78125,3.125,1.953125,38,38,38,1197.28418,1197.28418,2.12297487,0.342281222,0.001410625,99.77368,32.4859772,2.5593338,5.318939,36,10.55761,38
11/19/2021 23:51:29,2.35614777,2.34375,2.349949,36,36,37,1197.28418,1197.28418,2.11987853,0.341581285,0.001621696,99.773674,32.598793,2.568222,5.310051,36,10.5577011,36.33333333
11/19/2021 23:56:30,1.57489777,1.5625,1.56869888,40,40,41,1197.284,1197.284,2.2608397,0.461781085,0.001353751,99.77367,32.7177658,2.57759476,5.30067825,36,10.5577164,40.33333333
